CustomerID,Title,FirstInitial,Surname,Age,Location,OccupationType,Industry,YearsInCurrentEmployment,NumPreviousEmployments,TotalIncome,TaxableIncome,TaxPaid,EffectiveTaxRate,UnionSubs,Fraud
867,Mr.,N,Douglas,42,Leinster (Other),Employed,Agriculture,18.83,2,15405.84,14526.38,2905.28,0.188583031,No,No
868,Mrs.,B,Knowles,26,Munster,Self-Employed,Finance,,6,68555.2,64369.35,19503.43,0.284492351,No,No
869,Mr.,H,Maclean,43,Munster,Casual,Construction,2.27,8,36374.28,35810.98,7794.5,0.214286028,No,No
870,Mr.,D,Sims,25,Dublin,Employed,Finance,3.1,5,43412.68,38674.38,8968.5,0.206587108,No,No
871,Mrs.,M,Shah,53,Leinster (Other),Employed,Public Sector,19.15,1,29854.08,26492.74,5298.55,0.177481604,Yes,No
872,Mr.,A,Fraser,40,Connacht,Employed,Public Sector,11.34,2,46503.3,42640.93,10594.78,0.227828563,,No
873,Mrs.,A,Kerr,45,,Employed,Retail,10.17,2,64909.5,56828.07,16411.51,0.252836796,Yes,No
874,Mrs.,R,Carr,35,Leinster (Other),Employed,Public Sector,10.39,2,22954.57,20797.92,4159.58,0.181209232,No,No
875,Ms.,K,Bell,34,Leinster (Other),Employed,IT,7.24,5,45043.84,38661.53,8963.23,0.198989029,No,Yes
876,Mr.,A,Walker,62,Dublin,Self-Employed,Professional,26.39,4,83282.89,78700.21,25379.09,0.304733541,No,No
877,Mr.,D,Banks,53,Dublin,Self-Employed,Agriculture,24,2,21719.97,21490.68,4298.14,0.197888855,No,No
878,Mrs.,C,Haynes,37,Connacht,Employed,Public Sector,9.26,2,51739.98,48039.08,12808.02,0.247545902,Yes,No
879,Mr.,E,Nash,24,Dublin,Casual,Agriculture,1.78,7,27605.63,24968.71,4993.74,0.180895709,No,Yes
880,Mr.,A,Hale,26,Dublin,Employed,Agriculture,4.48,6,52806.45,48672.05,13067.54,0.247461058,No,No
881,Ms.,E,Campbell,29,Connacht,Employed,IT,3.89,5,65542.57,58807.87,17223.23,0.26277929,No,No
882,Mrs.,C,Sanderson,25,Dublin,Employed,IT,2.53,6,44717.59,38620.38,8946.36,0.200063554,No,No
883,Mrs.,L,Vincent,38,Dublin,Employed,Finance,9.69,3,46522.17,43477.87,10937.93,0.235112206,No,No
884,Ms.,V,Christie,46,,Casual,Agriculture,25.68,1,24831.3,22688.79,4537.76,0.182743553,No,Yes
885,Mr.,H,Henderson,34,Leinster (Other),Employed,Public Sector,,2,32535.93,30864.84,6172.97,0.189727787,,No
886,Mrs.,C,Clark,46,Leinster (Other),Employed,Public Sector,16.08,2,19816.53,18732.48,3746.5,0.189059336,,No
887,Mr.,C,Ross,49,Dublin,Self-Employed,Professional,20.49,5,79151.34,75929.03,24242.9,0.306285402,No,No
888,Mr.,R,Rowley,36,Munster,Employed,Public Sector,13.68,2,31141.78,23385.64,4677.13,0.150188268,Yes,Yes
889,Mr.,J,Giles,34,Dublin,Employed,IT,2.75,5,71359.55,68769.5,21307.5,0.298593531,No,No
890,Ms.,J,Allen,47,Munster,Employed,Public Sector,17.7,2,62526.96,55623.99,15917.84,0.254575626,Yes,No
891,Mr.,A,Simpson,43,Leinster (Other),Employed,Public Sector,21.34,2,23330.94,21865.79,4373.16,0.187440369,Yes,No
892,Mr.,T,Rowley,42,Connacht,Self-Employed,Agriculture,16.19,2,27528.75,25591.38,5118.28,0.185924897,No,Yes
893,Mr.,M,Thompson,33,Munster,Employed,Public Sector,7.23,3,52723.4,44921.66,11529.88,0.2186862,,No
894,Mr.,A,Gray,56,Munster,Employed,Professional,20.18,0,74584.51,72922.59,23010.26,0.308512585,No,No
895,Mr.,K,Cox,36,Leinster (Other),Employed,Public Sector,8.84,1,34727.43,32844.43,6578.22,0.189424325,Yes,No
896,Mr.,A,Simpson,20,Dublin,Employed,Finance,1.26,8,35209.13,32151.42,6430.28,0.182631039,,No
897,Mrs.,E,Bowen,38,Connacht,Casual,Agriculture,2.9,12,51358.57,46084.46,12006.63,0.233780458,No,Yes
898,Mrs.,F,Ritchie,39,Connacht,Employed,Transport,9.56,2,27162.87,23667.62,4733.52,0.174264354,Yes,No
899,Mr.,M,Mackay,25,Munster,Employed,IT,1.87,4,30387.47,29401.05,5880.21,0.193507719,No,No
900,Mr.,C,James,51,Munster,Self-Employed,Retail,23.67,2,21919.29,20194.71,4038.94,0.18426418,No,Yes
901,Mr.,E,Hooper,36,Munster,Employed,Public Sector,8.38,1,34783.38,32540.79,6508.16,0.187105451,Yes,No
902,Mrs.,M,Holland,41,Leinster (Other),Employed,Public Sector,15.59,2,71160.94,61449.45,18306.27,0.257251661,Yes,No
903,Ms.,O,Hale,26,Leinster (Other),Self-Employed,IT,1.99,11,41821.75,40162.41,9578.59,0.229033697,No,No
904,Mr.,J,Fry,39,Connacht,Self-Employed,Transport,1.24,7,33273.2,30491.08,6098.22,0.183277232,Yes,Yes
905,Mrs.,C,Donaldson,37,Leinster (Other),Employed,Public Sector,,3,36566.35,31141.01,6228.2,0.170325996,Yes,No
906,Mr.,F,Donnelly,43,Dublin,Employed,Public Sector,13.19,2,36837.34,31563.5,6312.7,0.171366879,No,No
907,Mrs.,N,McMillan,30,Leinster (Other),Casual,Finance,,5,126391.39,109269.4,37912.45,0.299960701,,No
908,Mr.,S,John,40,Connacht,Employed,Public Sector,10.59,1,21469.76,19991.8,3998.36,0.18623217,Yes,No
909,Ms.,M,Smith,34,Leinster (Other),Employed,Public Sector,8.14,2,47646.33,41698.63,10208.44,0.214254487,Yes,No
910,Mr.,C,Roberts,43,Leinster (Other),Self-Employed,Agriculture,17.04,3,35853.2,34602.28,7298.93,0.203578202,,Yes
911,Mr.,V,Craig,45,Munster,Self-Employed,Agriculture,20.4,2,11694.52,11114.56,2222.91,0.190081337,No,No
912,Mrs.,A,Hamilton,39,Leinster (Other),Employed,Public Sector,10.55,2,23195.57,19876.03,3975.21,0.171377983,Yes,No
913,Ms.,D,Collier,38,Leinster (Other),Employed,Public Sector,16.11,1,70422.74,62641.21,18794.9,0.266886804,Yes,No
914,Mr.,H,Green,27,Leinster (Other),Employed,Finance,2.63,8,62301.26,54902.85,15622.17,0.250752071,No,No
915,Ms.,D,Burns,37,Leinster (Other),Self-Employed,Public Sector,11.8,3,23601.37,22755.9,4551.18,0.192835416,Yes,No
916,Ms.,F,Hamilton,53,Leinster (Other),Employed,Public Sector,15.64,3,86433.7,76473.55,24466.16,0.283062741,Yes,No
917,Mrs.,Z,Barry,38,Leinster (Other),Employed,Public Sector,14.11,2,77253.75,70450.01,21996.5,0.284730515,Yes,No
918,Mr.,A,Gibson,40,Leinster (Other),Employed,Public Sector,11.1,2,57461.87,55231.64,15756.97,0.274216102,Yes,No
919,Mrs.,A,Hilton,57,Dublin,Employed,Professional,28.58,3,58268.88,57732,16782.12,0.288011714,No,No
920,Mr.,E,Boyle,37,Leinster (Other),Self-Employed,Construction,2.96,11,39588.71,38317.85,8822.32,0.222849393,Yes,No
921,Mr.,P,Howarth,50,Connacht,Employed,Construction,22.56,2,41845.39,37978.8,8683.31,0.207509358,No,Yes
922,Mr.,G,Higgins,30,Munster,Employed,IT,4.25,4,43010.1,37419.33,8453.93,0.196556855,No,No
923,Mr.,N,Kemp,36,Munster,Self-Employed,Construction,0.91,8,27195.31,26017.16,5203.43,0.191335565,Yes,Yes
924,Mrs.,L,Doherty,42,Dublin,Self-Employed,Construction,3.47,10,41722.17,41558.02,10150.79,0.243294872,No,No
925,Mr.,E,Parker,50,Munster,Self-Employed,IT,27.27,2,50499.42,43823.96,11079.82,0.219404896,No,Yes
926,Mrs.,E,Mann,35,Leinster (Other),Self-Employed,Finance,,6,57846.7,43969.52,11139.5,0.192569325,No,Yes
927,Mr.,T,Johnstone,40,Leinster (Other),Self-Employed,Public Sector,11.62,2,54569.41,48477.99,12987.98,0.238008437,Yes,No
928,Mr.,H,Parsons,47,Munster,Self-Employed,Agriculture,21.56,2,33965.44,30581.35,6116.27,0.180073333,No,Yes
929,Mr.,S,McIntyre,30,Dublin,Employed,Finance,4.23,5,85917.78,84041.74,27569.11,0.320877821,No,No
930,Mrs.,J,Thomson,48,,Self-Employed,Agriculture,18.36,2,26699.91,23985.32,4797.06,0.179665774,Yes,Yes
931,Mr.,H,Dickson,40,Dublin,Casual,Transport,2.27,11,74860.62,70822.28,22149.13,0.295871581,Yes,No
932,Mr.,S,Young,42,Connacht,Self-Employed,Agriculture,21.22,2,14174.98,12731.35,2546.27,0.179631294,No,Yes
933,Mrs.,A,Freeman,25,Leinster (Other),Employed,Finance,2.01,5,45300.99,38751,8999.91,0.198669168,No,No
934,Mr.,D,Sinclair,21,Leinster (Other),Self-Employed,Agriculture,1.68,7,51095.4,49289.41,13320.66,0.260701746,No,No
935,Mr.,C,Crawford,24,Munster,Employed,IT,1.78,2,66099.81,62349.75,18675.4,0.282533339,No,No
936,Mr.,C,McDonald,41,Munster,Employed,Transport,2.23,11,26510.02,23578.66,4715.73,0.177884815,No,Yes
937,Mr.,M,Douglas,21,Connacht,Casual,Construction,0.65,6,46507.25,40467.93,9703.85,0.208652414,No,No
938,Mr.,H,King,43,Munster,Self-Employed,Agriculture,21.66,2,37869.77,35311.57,7589.74,0.20041685,No,Yes
939,Ms.,Y,Brown,36,Dublin,Employed,Public Sector,9.71,3,57257.9,53673.53,15118.15,0.264036054,Yes,No
940,Ms.,A,Campbell,40,Leinster (Other),Self-Employed,Agriculture,15.37,2,27179.9,25826.63,5165.33,0.190042274,No,No
941,Mr.,C,Mackenzie,,Leinster (Other),Self-Employed,Finance,0.39,6,31507.73,23988.2,4797.64,0.152268665,No,Yes
942,Mr.,C,Wood,40,Connacht,Self-Employed,Construction,1.48,11,45835.17,43749.56,11049.32,0.241066413,Yes,No
943,Mr.,E,Hill,32,Leinster (Other),Self-Employed,Agriculture,5.42,7,53627.62,51328.02,14156.49,0.263977592,No,No
944,Mr.,E,Bishop,30,Dublin,Employed,Finance,4.31,5,74740.61,65712.83,20054.26,0.26831812,No,No
945,Mrs.,L,Morrison,37,Dublin,Employed,Public Sector,7.81,2,22268.86,19738.91,3947.78,0.177278047,Yes,No
946,Mr.,B,Slater,30,Dublin,Employed,Finance,3.82,7,40425.43,38722.4,8988.18,0.22233975,No,No
947,Mr.,S,Sinclair,36,Munster,Self-Employed,Transport,2.44,7,37700.19,37003.94,8283.62,0.219723561,Yes,No
948,Mr.,E,Fox,44,,Self-Employed,Agriculture,,3,25722.83,24150.42,4830.08,0.187774051,No,Yes
949,Mr.,T,Randall,39,Leinster (Other),Self-Employed,Construction,2.32,6,23907.83,22963.89,4592.78,0.192103591,Yes,Yes
950,Mr.,L,Hunter,28,Leinster (Other),Employed,Finance,3.05,5,65900.02,56470.75,16265.01,0.24681343,No,No
951,Mr.,J,Wood,34,Leinster (Other),Casual,Construction,2.42,10,112573.64,105253.04,36265.75,0.322151349,No,Yes
952,Mr.,C,Ferguson,34,Dublin,Employed,Public Sector,7.75,2,26179.27,22343.01,4468.6,0.170692307,Yes,No
953,Mrs.,S,Allan,43,Munster,Employed,Retail,,3,26794.22,24275.7,4855.14,0.18120102,Yes,No
954,Mrs.,B,McGregor,34,Connacht,Employed,Public Sector,8.36,3,48918.07,46612.18,12222.99,0.249866563,Yes,No
955,Ms.,L,Miller,35,Dublin,Employed,Public Sector,,2,34153.2,30932.95,6186.59,0.181142323,Yes,No
956,Mr.,A,Tomlinson,34,Leinster (Other),Employed,IT,3.66,6,76903.32,68241.32,21090.94,0.274252659,No,No
957,Mr.,A,Russell,37,Leinster (Other),Employed,Public Sector,10.29,2,19406.28,17072.33,3414.47,0.175946652,Yes,No
958,Mrs.,P,Wilson,34,Munster,Self-Employed,Public Sector,,2,47724.43,45028.82,11573.82,0.24251353,Yes,No
959,Ms.,S,Powell,44,Munster,Casual,Agriculture,17.25,2,18479.46,17849.48,3569.9,0.193182052,No,Yes
960,Mr.,L,Russell,48,Connacht,Self-Employed,Agriculture,20.26,2,36887.91,33240.59,6740.64,0.182733042,No,Yes
961,Ms.,G,Walker,48,Munster,Self-Employed,Agriculture,22.04,2,24254.56,22212.29,4442.46,0.183159785,No,Yes
962,Mr.,G,Crawford,40,Connacht,Self-Employed,Agriculture,14.87,2,19744.37,17325.9,3465.18,0.175502181,No,Yes
963,Mr.,J,Wallace,34,,Employed,Public Sector,7.58,2,18375.84,16476.3,3295.26,0.17932568,Yes,No
964,Mrs.,E,Watt,45,Munster,Employed,Public Sector,14.21,2,32974.22,29274.89,5854.98,0.17756235,Yes,No
965,Mr.,J,Collins,29,Munster,Employed,Finance,2.44,6,55431.11,47508.98,12590.68,0.22714104,No,No
966,Mr.,A,Reilly,,Munster,Employed,Finance,1.66,7,38964.08,33766.62,6956.31,0.178531355,No,No
967,Mr.,F,Wheeler,,Munster,Employed,Finance,,1,53368.69,49764.65,13515.51,0.253247925,No,No
968,Mrs.,J,Fletcher,21,Leinster (Other),Employed,IT,1.43,2,73708.78,64185.23,19427.94,0.263577012,No,No
969,Mrs.,M,Parkin,47,Munster,Employed,Retail,13.81,2,46841.46,45302.79,11686.14,0.24948283,Yes,No
970,Mr.,A,Dickson,33,Dublin,Employed,Public Sector,10.57,2,42706.5,38054.91,8714.51,0.204055823,,No
971,Mr.,J,Fletcher,46,Connacht,Self-Employed,Agriculture,19.7,2,16794.34,14499.81,2899.96,0.172674842,No,Yes
972,Mrs.,E,Manning,26,Leinster (Other),Employed,IT,4.39,3,25048.83,23705.04,4741.01,0.189270716,No,No
973,Mrs.,G,Findlay,39,Dublin,Casual,Public Sector,13.94,1,47738.53,43206.79,10826.78,0.226793326,,No
974,Mr.,C,Walker,25,Dublin,Employed,Finance,2.72,4,25845.11,24120.17,4824.03,0.186651556,,Yes
975,Mr.,F,Kerr,40,Munster,Self-Employed,Agriculture,13.84,2,43697.69,41938.37,10306.73,0.235864413,No,Yes
976,Ms.,H,Hughes,41,Connacht,Self-Employed,Agriculture,15.34,2,18021.35,17609.35,3521.87,0.195427646,No,Yes
977,Mr.,D,Coles,33,Connacht,Casual,Transport,1.24,10,41369.34,38631.27,8950.82,0.216363616,No,No
978,Mrs.,M,Reid,36,Leinster (Other),Employed,Public Sector,16.19,2,42731.19,39178.08,9175.01,0.214714591,Yes,No
979,Mr.,A,Welch,27,Leinster (Other),Employed,IT,2.15,4,41409.27,35250.2,7564.58,0.18267842,No,No
980,Mr.,F,Wall,30,Munster,Employed,IT,3.48,4,74358.63,66279.08,20286.42,0.272818636,No,No
981,Ms.,N,Jones,48,Munster,Self-Employed,Professional,21.52,3,51198,46871.46,12329.3,0.240816048,No,No
982,Mrs.,C,Gordon,41,Munster,Casual,Public Sector,15.22,2,25180.86,21706.04,4341.21,0.172401181,Yes,No
983,Mr.,T,Wilson,35,Munster,Self-Employed,Public Sector,3.42,9,24962.29,22949.62,4589.92,0.183874156,No,Yes
984,Mr.,T,Houghton,38,Munster,Self-Employed,Finance,4.63,1,32256.73,30300.9,6060.18,0.187873352,No,No
985,Ms.,R,Stewart,38,,Employed,Public Sector,10.68,1,32799.52,30383.69,6076.74,0.185269175,Yes,No
986,Mr.,P,Ferguson,31,Munster,Self-Employed,Construction,0.61,6,65745.36,62042.22,18549.31,0.282138694,,No
987,Mrs.,N,Ferguson,32,Leinster (Other),Employed,Public Sector,8.55,3,32899.43,29995.06,5999.01,0.182343889,Yes,No
988,Mr.,S,Goodwin,40,Leinster (Other),Employed,Public Sector,12.98,2,44231.97,39034,9115.94,0.206093918,No,No
989,Mrs.,B,McMillan,59,,Self-Employed,Construction,26.75,4,71146.3,66257.49,20277.57,0.285012292,No,No
990,Ms.,B,Stanley,43,Dublin,Employed,Public Sector,11.23,3,41547.04,36259.1,7978.23,0.192028842,No,No
991,Mr.,L,Morrison,49,Leinster (Other),Employed,Finance,17.07,3,48569.09,45428.86,11737.83,0.241672842,Yes,No
992,Mrs.,C,Docherty,25,,Employed,Finance,2.65,4,32718.22,31222.98,6244.6,0.190860016,No,No
993,Mr.,Z,Dale,23,Leinster (Other),Employed,IT,1.22,7,30298.62,27226.54,5445.31,0.179721387,No,No
994,Ms.,L,Hay,35,Dublin,Employed,IT,5.26,3,80260.63,71636.6,22483.01,0.280125013,No,No
995,Mr.,R,Gordon,,Dublin,Employed,IT,0.44,5,60632.76,55138.56,15718.81,0.259246157,No,No
996,Mr.,H,Marsden,36,Connacht,Employed,Construction,10.05,1,74323.59,70809.3,22143.81,0.297937842,Yes,No
997,Ms.,F,Herbert,44,Leinster (Other),Self-Employed,Transport,13.61,3,22746.93,21420.07,4284.01,0.188333547,Yes,No
998,Mr.,M,Barker,39,Munster,Casual,Construction,4.47,8,23708.91,23577.47,4715.49,0.19889105,No,No
999,Mrs.,N,Watt,21,Dublin,Employed,Finance,0.88,5,81703.39,72962.28,23026.53,0.281830778,No,No
1000,Mr.,L,Atkinson,45,Connacht,Self-Employed,Transport,1.65,7,21881.43,21825.69,4365.14,0.199490618,,No
1001,Mrs.,C,Mackenzie,45,Dublin,Self-Employed,Public Sector,15.15,3,47567.05,45050.29,11582.62,0.243500911,No,No
1002,Mrs.,N,Gibbons,21,Munster,Self-Employed,Finance,1.21,6,61641.81,58850.16,17240.57,0.279689548,No,No
1003,Mr.,L,Read,33,Dublin,Casual,IT,6.93,4,38373.24,33127.3,6694.19,0.174449434,No,No
1004,Mrs.,A,Aitken,38,Connacht,Self-Employed,Construction,3.22,9,54345.67,50885.41,13975.02,0.25715057,No,Yes
1005,Mrs.,A,Murphy,39,Leinster (Other),Employed,Public Sector,11.05,2,154158.63,134816.31,48386.69,0.313875973,Yes,No
1006,Mr.,G,McDonald,37,Leinster (Other),Employed,Retail,14.49,2,75617.84,71877.77,22581.89,0.298631778,Yes,No
1007,Mrs.,L,Stevenson,41,Connacht,Employed,IT,15.19,2,42365.75,40494.99,9714.95,0.229311413,Yes,No
1008,Mr.,B,Robertson,31,Leinster (Other),Employed,Finance,2.35,6,90502.39,79121.08,25551.64,0.282331107,No,No
1009,Mr.,C,Walters,43,Munster,Self-Employed,Agriculture,16.84,1,35282.49,34656.06,7320.98,0.207496126,No,No
1010,Mrs.,A,Millar,28,Connacht,Employed,Retail,4.98,7,78639.31,67055.78,20604.87,0.262017431,No,No
1011,Mr.,P,Thomson,43,Munster,Employed,Construction,9.68,2,36576.39,33728,6940.48,0.189753007,Yes,No
1012,Mr.,F,Christie,38,Munster,Casual,Public Sector,11.77,2,29104.27,25397.75,5079.55,0.174529373,Yes,No
1013,Mrs.,R,Gilbert,28,Leinster (Other),Self-Employed,Finance,2.86,4,58165.29,54438.29,15431.7,0.265307712,No,No
1014,Mr.,K,Muir,26,Leinster (Other),Employed,Finance,1.55,5,68000.45,60108.35,17756.42,0.261122096,,No
1015,Mr.,P,McIntyre,28,Leinster (Other),Employed,Finance,2.67,8,38358.52,34273.4,7164.09,0.186766591,No,No
1016,Mrs.,N,Fleming,44,Dublin,Employed,Transport,14.07,2,22882.75,20053.75,4010.75,0.175273951,,No
1017,Mr.,K,Williams,42,Leinster (Other),Employed,Public Sector,12.73,2,31137.93,27073.74,5414.75,0.173895631,Yes,No
1018,Mrs.,M,Dickson,47,Dublin,Self-Employed,Construction,1.58,8,24738.75,24172.68,4834.54,0.195423778,Yes,Yes
1019,Mr.,H,Wallace,30,Dublin,Self-Employed,Finance,4.39,6,37060.35,31758.3,6351.66,0.17138694,No,No
1020,Mr.,B,Andrews,51,Munster,Self-Employed,Agriculture,21.18,2,45035.91,43593.1,10985.17,0.243920241,No,No
1021,Mr.,B,Farmer,32,Dublin,Employed,Finance,6.84,2,35706.04,34309.36,7178.84,0.201053939,No,No
1022,Mr.,C,Kelly,36,Leinster (Other),Casual,Public Sector,9.84,2,33848.35,31100,6220,0.183760804,Yes,No
1023,Mr.,D,Duffy,22,Munster,Employed,Finance,1.82,3,31602.17,27117.6,5423.52,0.171618595,No,No
1024,Mr.,A,Kay,53,Connacht,Casual,Agriculture,28.88,3,25239.13,21627.04,4325.41,0.171377143,No,Yes
1025,Ms.,A,Miller,24,Dublin,Employed,IT,2.89,5,42146.31,34736.05,7353.78,0.174482179,No,Yes
1026,Ms.,A,Taylor,44,Leinster (Other),Employed,Public Sector,12.88,2,32819.82,28549.65,5709.93,0.173978102,Yes,No
1027,Ms.,E,Perkins,52,Munster,Employed,Professional,22.04,2,48377.21,47350.5,12525.71,0.258917577,No,No
1028,Mrs.,T,Simpson,38,Munster,Employed,Public Sector,,3,92955.52,85794.34,28287.68,0.304314149,Yes,No
1029,Mr.,C,Murphy,43,Leinster (Other),Employed,Public Sector,14.32,2,41523.1,38582.67,8930.89,0.215082448,No,No
1030,Mr.,G,White,46,Connacht,Self-Employed,Professional,21.94,3,68964.02,68507.07,21199.9,0.307405224,No,No
1031,Ms.,B,Alexander,,Munster,Employed,Agriculture,,3,20991.29,19917.85,3983.57,0.18977252,No,Yes
1032,Mr.,M,Moore,28,Dublin,Employed,IT,4.66,7,69498.12,64480.85,19549.15,0.281290343,,Yes
1033,Ms.,F,Atkinson,47,Leinster (Other),Self-Employed,Agriculture,27.39,2,52046.1,47971.08,12780.14,0.24555423,No,Yes
1034,Mr.,V,Burns,28,Leinster (Other),Casual,IT,2.11,10,55446.28,47673.73,12658.23,0.228297191,No,No
1035,Ms.,L,Ball,43,Dublin,Employed,Public Sector,12.93,3,25256.34,23887.21,4777.44,0.189158049,Yes,No
1036,Mr.,E,Brooks,47,Munster,Self-Employed,Agriculture,23.33,2,33639.33,33276.02,6755.17,0.200811669,No,No
1037,Mrs.,S,O'Sullivan,30,Leinster (Other),Employed,IT,5.12,0,41174.2,36405.7,8038.34,0.195227594,No,No
1038,Mr.,S,Davis,30,Dublin,Employed,Finance,3.63,2,36743.92,32154.67,6430.93,0.175020248,No,No
1039,Ms.,G,Nicholson,48,Munster,Employed,Public Sector,16.92,2,52436.88,47341.97,12522.21,0.238805398,Yes,No
1040,Ms.,M,Taylor,24,Leinster (Other),Employed,Finance,2.98,5,58842.45,51469,14214.29,0.241565231,No,Yes
1041,Ms.,S,Law,21,Dublin,Employed,Finance,1.49,7,53515.94,45719.21,11856.88,0.221557913,No,No
1042,Mr.,R,Cox,36,Munster,Employed,Public Sector,10.5,2,48642.03,44649.89,11418.45,0.23474452,Yes,No
1043,Mr.,A,Smith,23,Munster,Employed,IT,1.36,7,87887.16,76919.19,24648.87,0.280460422,No,No
1044,Mrs.,S,Hanson,49,Munster,Employed,Public Sector,17.44,2,68806.45,64324.61,19485.09,0.283186969,Yes,No
1045,Mrs.,O,Gould,42,Dublin,Casual,Construction,3.2,8,46761.96,44690.26,11435.01,0.244536585,No,No
1046,Mr.,Z,Dean,38,Leinster (Other),Self-Employed,Public Sector,11.83,2,33750.76,32477.11,6495.42,0.192452555,Yes,No
1047,Mrs.,C,Akhtar,36,Connacht,Employed,Public Sector,9.3,2,49482.91,46164.86,12039.59,0.243308043,Yes,No
1048,Mr.,A,McKenzie,,Leinster (Other),Self-Employed,Agriculture,0.39,2,40303.07,37446.75,8465.17,0.210037846,No,No
1049,Ms.,I,Kirby,44,Leinster (Other),Employed,Public Sector,11.66,2,35905.12,32366.53,6473.31,0.180289329,No,No
1050,Mrs.,R,Pritchard,43,Connacht,Self-Employed,Agriculture,18.87,2,39349.21,35748.47,7768.87,0.197433951,No,Yes
1051,Mr.,H,Kennedy,28,Munster,Self-Employed,IT,4.54,3,65173.4,62740.6,18835.65,0.289008246,No,No
1052,Mrs.,K,Fuller,23,Dublin,Employed,Finance,1.89,4,99136.44,88486.13,29391.31,0.296473325,No,No
1053,Mr.,N,Gallagher,45,Connacht,Self-Employed,Agriculture,18.99,3,19269.76,17737.18,3547.44,0.184093626,No,Yes
1054,Mrs.,T,Doherty,27,Dublin,Employed,Finance,,1,89081.98,85514.25,28172.84,0.316257452,No,No
1055,Mrs.,L,Hughes,40,Connacht,Employed,Public Sector,13.56,2,35162.81,33785.12,6963.9,0.198047312,Yes,No
1056,Mr.,M,Norton,34,Munster,Employed,Finance,3.87,4,85180.87,74504.29,23658.76,0.277747339,No,No
1057,Ms.,P,Hamilton,41,Dublin,Employed,Construction,2.09,10,38505.07,37123.15,8332.49,0.216399814,No,No
1058,Mrs.,T,Clark,53,Connacht,Self-Employed,Professional,20.21,3,43959.86,40598.91,9757.55,0.221964993,No,No
1059,Ms.,E,Forbes,43,Leinster (Other),Self-Employed,Public Sector,10.96,1,58169.07,56381.4,16228.37,0.278986238,No,No
1060,Mr.,B,Miller,46,Dublin,Self-Employed,Construction,2.78,7,44618.28,40676.52,9789.37,0.219402675,Yes,Yes
1061,Mrs.,S,Houghton,41,Connacht,Employed,Public Sector,10.29,3,29934.81,27272.64,5454.53,0.182213617,Yes,No
1062,Mrs.,M,McDonald,39,Leinster (Other),Casual,Public Sector,10.84,3,55804.5,47690.77,12665.22,0.226956966,,No
1063,Mrs.,M,Blake,44,Dublin,Employed,Public Sector,14.85,1,49341.42,43082.51,10775.83,0.218393188,Yes,No
1064,Mr.,H,Paterson,25,Dublin,Self-Employed,IT,3.51,7,62853.29,57618.6,16735.63,0.26626498,No,No
1065,Mr.,E,Howard,24,Munster,Employed,IT,1.47,9,61210.84,55101.11,15703.46,0.256547043,No,No
1066,Mr.,T,Foster,36,Leinster (Other),Employed,Public Sector,9.31,2,26119.25,25159.87,5031.97,0.192653694,Yes,No
1067,Mrs.,K,Power,43,Leinster (Other),Employed,Public Sector,12.99,2,28860.07,25730.88,5146.18,0.178314883,Yes,No
1068,Mr.,A,Frost,25,Dublin,Employed,Finance,3.71,4,47928.6,41368.55,10073.11,0.210169085,No,No
1069,Ms.,T,Mackay,35,Leinster (Other),Employed,Transport,,1,28705.84,26448.05,5289.61,0.184269473,,No
1070,Mr.,F,Hunter,33,Leinster (Other),Employed,Retail,,2,43300.15,39988.97,9507.48,0.219571526,Yes,No
1071,Mrs.,K,Young,33,Munster,Employed,IT,3.82,5,42256.72,39229.55,9196.12,0.217625031,No,No
1072,Mr.,J,Hughes,28,Munster,Self-Employed,Finance,4.14,7,56238.09,49708.13,13492.33,0.239914442,No,No
1073,Mrs.,O,Davies,41,Leinster (Other),Employed,Public Sector,9.3,2,47507.89,42318.25,10462.48,0.220226156,No,No
1074,Mr.,B,Taylor,28,Leinster (Other),Casual,Finance,4.26,3,82563.03,77388.35,24841.22,0.300875828,No,No
1075,Mr.,K,Allan,39,Dublin,Employed,IT,7.39,5,96266.11,91036.19,30436.84,0.316173989,No,No
1076,Mr.,S,Thomson,57,Leinster (Other),Employed,Professional,,1,65303.9,62879.29,18892.51,0.289301405,No,No
1077,Mr.,C,Stevenson,37,Dublin,Employed,IT,9.66,2,40386.04,36933.01,8254.53,0.204390676,No,No
1078,Mr.,L,McDonald,38,Dublin,Employed,Construction,12.17,2,18583.36,17892.95,3578.59,0.192569589,Yes,No
1079,Mr.,C,Reilly,24,Munster,Casual,Retail,3.67,8,34507.53,31379.12,6275.82,0.181868131,No,No
1080,Mr.,A,Warner,48,Munster,Casual,Agriculture,23.76,1,47927.17,46686.8,12253.59,0.255671053,No,Yes
1081,Mrs.,M,Jackson,30,Connacht,Casual,Finance,4.23,3,58319.59,50986.08,14016.29,0.24033588,No,No
1082,Mr.,L,Thompson,36,Leinster (Other),Employed,Transport,11.19,3,45555.46,40205.45,9596.23,0.210649393,Yes,No
1083,Ms.,L,McDonald,35,Leinster (Other),Employed,Transport,,3,37760.65,36068.49,7900.08,0.209214619,Yes,No
1084,Mrs.,L,Spencer,33,Leinster (Other),Employed,Public Sector,8.13,2,41181.65,38317.38,8822.13,0.214224782,Yes,No
1085,Mrs.,E,Ross,39,Munster,Self-Employed,Agriculture,15.98,2,14851.34,13813.24,2762.65,0.186020251,No,No
